Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q172248,"Marcus Junius Brutus",,"assassin of Julius Caesar",human,https://en.wikipedia.org/wiki/Marcus_Junius_Brutus,"Marcus Junius Brutus the Elder",http://www.wikidata.org/entity/Q1358824,Servilia,http://www.wikidata.org/entity/Q232229
http://www.wikidata.org/entity/Q172248,"Marcus Junius Brutus",,"assassin of Julius Caesar",human,https://en.wikipedia.org/wiki/Marcus_Junius_Brutus,"Quintus Servilius Caepio",http://www.wikidata.org/entity/Q765997,Hortensia,http://www.wikidata.org/entity/Q469712
http://www.wikidata.org/entity/Q172248,"Marcus Junius Brutus",,"assassin of Julius Caesar",human,https://en.wikipedia.org/wiki/Marcus_Junius_Brutus,"Quintus Servilius Caepio",http://www.wikidata.org/entity/Q765997,Servilia,http://www.wikidata.org/entity/Q232229
http://www.wikidata.org/entity/Q3656292,"Marcus Junius Brutus",,"Roman consul 178 BC",human,,"Marcus Junius Brutus",http://www.wikidata.org/entity/Q11033721,http://www.wikidata.org/.well-known/genid/c2b4c0ec604831f49a582853bd1406ff,http://www.wikidata.org/.well-known/genid/c2b4c0ec604831f49a582853bd1406ff
http://www.wikidata.org/entity/Q5996354,"Marcus Junius Brutus",,"praetor 88 BC",human,,"Marcus Junius Brutus",http://www.wikidata.org/entity/Q11935165,,
http://www.wikidata.org/entity/Q6758262,"Marcus Junius Brutus",,"character of HBO's Rome","fictional human",https://en.wikipedia.org/wiki/Marcus_Junius_Brutus_(Rome_character),,,"Servilia of the Junii",http://www.wikidata.org/entity/Q7455882
http://www.wikidata.org/entity/Q6758262,"Marcus Junius Brutus",,"character of HBO's Rome","television character",https://en.wikipedia.org/wiki/Marcus_Junius_Brutus_(Rome_character),,,"Servilia of the Junii",http://www.wikidata.org/entity/Q7455882
http://www.wikidata.org/entity/Q1358824,"Marcus Junius Brutus the Elder",,"tribune of the Roman Republic in 83 BC",human,https://en.wikipedia.org/wiki/Marcus_Junius_Brutus_(tribune_83_BC),"Marcus Junius Brutus",http://www.wikidata.org/entity/Q5996354,http://www.wikidata.org/.well-known/genid/4a51c175b92288524d05efb2a00d2e37,http://www.wikidata.org/.well-known/genid/4a51c175b92288524d05efb2a00d2e37
http://www.wikidata.org/entity/Q86838061,"Marcus Junius Claudianus",,"Roman commander in Britannia",human,,,,,
http://www.wikidata.org/entity/Q108935428,"Marcus Junius Cossus",,"ancient Roman kinsman to a Junius Silanus",human,,,,,
http://www.wikidata.org/entity/Q1164993,"Marcus Junius Gracchanus",,"ancient Roman writer",human,https://en.wikipedia.org/wiki/Marcus_Junius_Gracchanus,,,,
http://www.wikidata.org/entity/Q12286171,"Marcus Junius Homullus",,"Roman suffect consul 102 AD",human,https://en.wikipedia.org/wiki/Marcus_Junius_Homullus,,,,
http://www.wikidata.org/entity/Q12286172,"Marcus Junius Homullus",,"Roman suffect consul in 128 AD",human,,"Marcus Junius Homullus",http://www.wikidata.org/entity/Q12286171,,
http://www.wikidata.org/entity/Q60833042,"Marcus Junius Juncus",,"Roman praetor",human,,,,,
http://www.wikidata.org/entity/Q732843,"Marcus Junius Maximus",,politician,human,,,,,
http://www.wikidata.org/entity/Q12286167,"Marcus Junius Mettius Rufus",,"Roman Senator and consul",human,https://en.wikipedia.org/wiki/Marcus_Junius_Mettius_Rufus,,,,
http://www.wikidata.org/entity/Q3290266,"Marcus Junius Nypsus",,"Roman surveyor and technical writer",human,https://en.wikipedia.org/wiki/Marcus_Junius_Nipsus,,,,
http://www.wikidata.org/entity/Q1894191,"Marcus Junius Pennus",,"römischer Stadtprätor 201 v. Chr.",human,,http://www.wikidata.org/.well-known/genid/b63cc692039a4e07a870a8344ad794fd,http://www.wikidata.org/.well-known/genid/b63cc692039a4e07a870a8344ad794fd,http://www.wikidata.org/.well-known/genid/c56c188b638381acdbce3e203ffd0e94,http://www.wikidata.org/.well-known/genid/c56c188b638381acdbce3e203ffd0e94
http://www.wikidata.org/entity/Q1894202,"Marcus Junius Pennus",,"römischer Volkstribun 126 v. Chr. und Ädil",human,,"Marcus Junius Pennus",http://www.wikidata.org/entity/Q504782,http://www.wikidata.org/.well-known/genid/96f545100b873ef0719e5da83e98f84b,http://www.wikidata.org/.well-known/genid/96f545100b873ef0719e5da83e98f84b
http://www.wikidata.org/entity/Q504782,"Marcus Junius Pennus",,"Roman consul 167 BC",human,,"Marcus Junius Pennus",http://www.wikidata.org/entity/Q1894191,http://www.wikidata.org/.well-known/genid/951e9381100fa9a3382e5325a9763655,http://www.wikidata.org/.well-known/genid/951e9381100fa9a3382e5325a9763655
http://www.wikidata.org/entity/Q11935163,"Marcus Junius Pera",,"first to organize a gladiator fight in Rome, at the Forum Boarium",human,,http://www.wikidata.org/.well-known/genid/42081dff8e6d150106a6ff599b74da91,http://www.wikidata.org/.well-known/genid/42081dff8e6d150106a6ff599b74da91,http://www.wikidata.org/.well-known/genid/f3b80419c906f3091eeba244afb84ace,http://www.wikidata.org/.well-known/genid/f3b80419c906f3091eeba244afb84ace
http://www.wikidata.org/entity/Q736087,"Marcus Junius Pera",,politician,human,https://en.wikipedia.org/wiki/Marcus_Junius_Pera,"Decimus Junius Pera",http://www.wikidata.org/entity/Q324608,http://www.wikidata.org/.well-known/genid/0d78f207d487763a7f28042a34a0dd7a,http://www.wikidata.org/.well-known/genid/0d78f207d487763a7f28042a34a0dd7a
http://www.wikidata.org/entity/Q1237537,"Marcus Junius Rufinus Sabinianus",,"Roman consul 155 AD",human,,,,,
http://www.wikidata.org/entity/Q6758263,"Marcus Junius Rufus",,"1st century Roman eques and governor of Egypt",human,https://en.wikipedia.org/wiki/Marcus_Junius_Rufus,,,,
http://www.wikidata.org/entity/Q102076242,"Marcus Junius Silanus",,"legate in 53 BC under Julius Caesar",human,,"Marcus Junius Silanus",http://www.wikidata.org/entity/Q1669268,Sempronia,http://www.wikidata.org/entity/Q106767960
http://www.wikidata.org/entity/Q106443828,"Marcus Junius Silanus",,"suffect consul 54 or 55 AD",human,,"Appius Junius Silanus",http://www.wikidata.org/entity/Q721170,"Domitia Lepida Minor",http://www.wikidata.org/entity/Q268964
http://www.wikidata.org/entity/Q106767404,"Marcus Junius Silanus",,"husband of Domitia Calvina",human,,"Marcus Junius Silanus",http://www.wikidata.org/entity/Q940041,"Manlia Torquata",http://www.wikidata.org/entity/Q114804519
http://www.wikidata.org/entity/Q118910706,"Marcus Junius Silanus",,"triumvir monétaire romain en 114 av. J.-C.",human,,,,,
http://www.wikidata.org/entity/Q1226298,"Marcus Junius Silanus",,"father-in-law of emperor Caligula",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_15),"Gaius Junius Silanus",http://www.wikidata.org/entity/Q106767288,Atia,http://www.wikidata.org/entity/Q108396841
http://www.wikidata.org/entity/Q12286170,"Marcus Junius Silanus",,"tribune of the plebs 124 BC",human,,,,,
http://www.wikidata.org/entity/Q1233616,"Marcus Junius Silanus",,"Roman consul in 46 (14-54)",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_46),"Marcus Junius Silanus Torquatus",http://www.wikidata.org/entity/Q1227252,"Aemilia Lepida",http://www.wikidata.org/entity/Q259576
http://www.wikidata.org/entity/Q1283595,"Marcus Junius Silanus",,"consul 109 BC",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_109_BC),"Decimus Junius Silanus Manlianus",http://www.wikidata.org/entity/Q11917891,http://www.wikidata.org/.well-known/genid/90e34463bbf1afeedb90188b076d8d49,http://www.wikidata.org/.well-known/genid/90e34463bbf1afeedb90188b076d8d49
http://www.wikidata.org/entity/Q1528929,"Marcus Junius Silanus",,"praetor 212 BC",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(praetor_212_BC),http://www.wikidata.org/.well-known/genid/c6069d71317dbb6e4b6ef09b35dd4d62,http://www.wikidata.org/.well-known/genid/c6069d71317dbb6e4b6ef09b35dd4d62,http://www.wikidata.org/.well-known/genid/1d50f6370ba95074b5140c2512d242e9,http://www.wikidata.org/.well-known/genid/1d50f6370ba95074b5140c2512d242e9
http://www.wikidata.org/entity/Q1669268,"Marcus Junius Silanus",,"praetor 77 BC",human,,"Decimus Junius Silanus",http://www.wikidata.org/entity/Q12277943,http://www.wikidata.org/.well-known/genid/c5d2386ab0ad3f0df9707324e8e5908e,http://www.wikidata.org/.well-known/genid/c5d2386ab0ad3f0df9707324e8e5908e
http://www.wikidata.org/entity/Q1669268,"Marcus Junius Silanus",,"praetor 77 BC",human,,"Marcus Junius Silanus",http://www.wikidata.org/entity/Q1283595,http://www.wikidata.org/.well-known/genid/c5d2386ab0ad3f0df9707324e8e5908e,http://www.wikidata.org/.well-known/genid/c5d2386ab0ad3f0df9707324e8e5908e
http://www.wikidata.org/entity/Q1894209,"Marcus Junius Silanus",,"196 BC prefect in Cisalpine Gaul",human,,"Marcus Junius Silanus",http://www.wikidata.org/entity/Q1528929,http://www.wikidata.org/.well-known/genid/e8aff90f201c1b8930048831da22e499,http://www.wikidata.org/.well-known/genid/e8aff90f201c1b8930048831da22e499
http://www.wikidata.org/entity/Q940041,"Marcus Junius Silanus",,"Roman consul 25 BC",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_25_BC),"Decimus Junius Silanus",http://www.wikidata.org/entity/Q518928,Servilia,http://www.wikidata.org/entity/Q232229
http://www.wikidata.org/entity/Q4281824,"Marcus Junius Silanus Lutatius Catulus",,"Salii (leaping priest of Mars)",human,,"Decimus Junius Silanus Gaetulicus",http://www.wikidata.org/entity/Q4159577,,
http://www.wikidata.org/entity/Q1227252,"Marcus Junius Silanus Torquatus",,"Roman consul 19 AD",human,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_Torquatus,"Marcus Junius Silanus",http://www.wikidata.org/entity/Q106767404,"Domitia Calvina",http://www.wikidata.org/entity/Q12278987
http://www.wikidata.org/entity/Q110276592,"Marcus Justius Marcianus Rufus",,"vainqueur olympique antique",human,,,,,
http://www.wikidata.org/entity/Q20005550,"Marcus Juventius Laterensis",,"homme politique romain",human,,,,,
http://www.wikidata.org/entity/Q115144177,"Marcus Juventius Surus Proculus",,"gouverneur du Norique",human,,,,,
http://www.wikidata.org/entity/Q12286099,"Marcus Laelius Fulvius Maximus Aemilianus",,"Roman consul 227 AD",human,,,,,
http://www.wikidata.org/entity/Q3830183,"Marcus Laenius Flaccus",,"Roman citizen in Brindisi",human,,http://www.wikidata.org/.well-known/genid/fb55e365e202e9e189731ca05c09e3b5,http://www.wikidata.org/.well-known/genid/fb55e365e202e9e189731ca05c09e3b5,http://www.wikidata.org/.well-known/genid/709d5a0f4db8d6ca4f4c67b16fb49777,http://www.wikidata.org/.well-known/genid/709d5a0f4db8d6ca4f4c67b16fb49777
http://www.wikidata.org/entity/Q11935172,"Marcus Laetorius",,"partisan of Gaius Marius",human,,,,,
http://www.wikidata.org/entity/Q11935173,"Marcus Laetorius",,"decenviro del siglo V a. C. encargado de la dedicación del templo de Mercurio",human,,http://www.wikidata.org/.well-known/genid/d881c7fd1edfd4d3781f260ecc632891,http://www.wikidata.org/.well-known/genid/d881c7fd1edfd4d3781f260ecc632891,http://www.wikidata.org/.well-known/genid/37009ca29a81d56831537b0362f04dea,http://www.wikidata.org/.well-known/genid/37009ca29a81d56831537b0362f04dea
http://www.wikidata.org/entity/Q11935174,"Marcus Laetorius Mergus",,"tribun militaire romain",human,,,,,
http://www.wikidata.org/entity/Q19715326,"Marcus Laetorius Plancianus",,"magister equitum en el año 257 a. C.",human,,http://www.wikidata.org/.well-known/genid/7689385808c45da47075e10be9f8550d,http://www.wikidata.org/.well-known/genid/7689385808c45da47075e10be9f8550d,http://www.wikidata.org/.well-known/genid/091c2a8047bc2555990665765850c425,http://www.wikidata.org/.well-known/genid/091c2a8047bc2555990665765850c425
http://www.wikidata.org/entity/Q103915083,"Marcus Laevinus",,"military tribune 486 BC",human,,http://www.wikidata.org/.well-known/genid/753673d6a05ffa4b9cbd014b465fa95e,http://www.wikidata.org/.well-known/genid/753673d6a05ffa4b9cbd014b465fa95e,http://www.wikidata.org/.well-known/genid/9aa082367210e6f46a8489fcae0f092b,http://www.wikidata.org/.well-known/genid/9aa082367210e6f46a8489fcae0f092b
http://www.wikidata.org/entity/Q540409,"Marcus Larcius Magnus Pompeius Silo",,politician,human,,,,,
http://www.wikidata.org/entity/Q12286103,"Marcus Licinius Celer Nepos",,"suffect consul of AD 127",human,,,,,
http://www.wikidata.org/entity/Q11935175,"Marcus Licinius Crassus",,"praetor in 107 BC",human,,"Marcus Licinius Crassus",http://www.wikidata.org/entity/Q19715630,http://www.wikidata.org/.well-known/genid/7fdad7dd7471b2abc3982442f2fe23de,http://www.wikidata.org/.well-known/genid/7fdad7dd7471b2abc3982442f2fe23de
http://www.wikidata.org/entity/Q175121,"Marcus Licinius Crassus",,"member of the First Triumvirate",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,"Publius Licinius Crassus Dives",http://www.wikidata.org/entity/Q656527,http://www.wikidata.org/.well-known/genid/1bcb89bee899278be2ab95a5b4f5d7fe,http://www.wikidata.org/.well-known/genid/1bcb89bee899278be2ab95a5b4f5d7fe
http://www.wikidata.org/entity/Q19715630,"Marcus Licinius Crassus",,"grandfather of Crassus the triumvir",human,,"Publius Licinius Crassus",http://www.wikidata.org/entity/Q746582,,
http://www.wikidata.org/entity/Q468932,"Marcus Licinius Crassus",,"quaestor 54 BC",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_(quaestor_54_BC),"Marcus Licinius Crassus",http://www.wikidata.org/entity/Q175121,Tertulla,http://www.wikidata.org/entity/Q12271314
http://www.wikidata.org/entity/Q770792,"Marcus Licinius Crassus",,"Roman general, consul in 30 BC",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_(consul_30_BC),"Marcus Licinius Crassus",http://www.wikidata.org/entity/Q468932,"Caecilia Metella",http://www.wikidata.org/entity/Q3655947
http://www.wikidata.org/entity/Q3622613,"Marcus Licinius Crassus Dives",,"Roman senator and consul in 14 BC",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_Frugi_(consul_14_BC),"Marcus Licinius Crassus",http://www.wikidata.org/entity/Q770792,,
http://www.wikidata.org/entity/Q3622613,"Marcus Licinius Crassus Dives",,"Roman senator and consul in 14 BC",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_Frugi_(consul_14_BC),"Marcus Pupius Piso Frugi",http://www.wikidata.org/entity/Q11768202,,
http://www.wikidata.org/entity/Q1233627,"Marcus Licinius Crassus Frugi",,"Roman consul 27 AD",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_Frugi_(consul_27),"Marcus Licinius Crassus Dives",http://www.wikidata.org/entity/Q3622613,,
http://www.wikidata.org/entity/Q764528,"Marcus Licinius Crassus Frugi",,"Roman consul 64 AD",human,,"Marcus Licinius Crassus Frugi",http://www.wikidata.org/entity/Q1233627,"Scribonia Magna",http://www.wikidata.org/entity/Q774986
http://www.wikidata.org/entity/Q15711188,"Marcus Licinius Crassus Scribonianus",,"Roman senator offered by Marcus Antonius Primus to become emperor, but declined",human,,"Marcus Licinius Crassus Frugi",http://www.wikidata.org/entity/Q1233627,"Scribonia Magna",http://www.wikidata.org/entity/Q774986
http://www.wikidata.org/entity/Q11934113,"Marcus Licinius Lucullus",,"son of Lucullus and Servilia",human,,Lucullus,http://www.wikidata.org/entity/Q242819,"Servilia Minor",http://www.wikidata.org/entity/Q2090689
http://www.wikidata.org/entity/Q20005552,"Marcus Licinius Lucullus",,"praetor in 186 BC",human,,http://www.wikidata.org/.well-known/genid/b1eb7d3c29a3fc872322ff903e782c19,http://www.wikidata.org/.well-known/genid/b1eb7d3c29a3fc872322ff903e782c19,http://www.wikidata.org/.well-known/genid/7d3b5cd7a8786c4408f53ac8440c6496,http://www.wikidata.org/.well-known/genid/7d3b5cd7a8786c4408f53ac8440c6496
http://www.wikidata.org/entity/Q1894227,"Marcus Licinius Privatus",,"freedman in Ostia who lived in the late 2nd and early 3rd centuries AD",human,,,,,
http://www.wikidata.org/entity/Q84343746,"Marcus Licinius Ripanus",,"prefect of the Cohors II Tungrorum",human,,,,,
http://www.wikidata.org/entity/Q12286102,"Marcus Licinius Ruso",,"suffect consul 112 AD",human,,,,,
http://www.wikidata.org/entity/Q16932396,"Marcus Licinius Scribonianus Camerinus",,"Roman senator of the 1st century",human,https://en.wikipedia.org/wiki/Marcus_Licinius_Scribonianus_Camerinus,"Marcus Licinius Crassus Frugi",http://www.wikidata.org/entity/Q764528,"Sulpicia Praetextata",http://www.wikidata.org/entity/Q12295764
http://www.wikidata.org/entity/Q72544310,"Marcus Licinius Victor",,"commander of the Ala I Flavia Britannica",human,,,,,
http://www.wikidata.org/entity/Q11935177,"Marcus Livineius Regulus",,"friend of Cicero",human,,,,,
http://www.wikidata.org/entity/Q1406693,"Marcus Livius Denter",,"Roman consul 302 BC",human,,http://www.wikidata.org/.well-known/genid/f733ebf426ed87882f154d4ecf0513f3,http://www.wikidata.org/.well-known/genid/f733ebf426ed87882f154d4ecf0513f3,http://www.wikidata.org/.well-known/genid/09b0bf077bc5bbc634ba02066f55a287,http://www.wikidata.org/.well-known/genid/09b0bf077bc5bbc634ba02066f55a287
http://www.wikidata.org/entity/Q20005554,"Marcus Livius Drusus",,"father of the general Gaius Livius Drusus",human,,"Lucius Aemilius Paullus",http://www.wikidata.org/entity/Q432244,http://www.wikidata.org/.well-known/genid/1f31f4c89f50f102a2e6bc6f352c1847,http://www.wikidata.org/.well-known/genid/1f31f4c89f50f102a2e6bc6f352c1847
http://www.wikidata.org/entity/Q20005554,"Marcus Livius Drusus",,"father of the general Gaius Livius Drusus",human,,"Marcus Livius Salinator",http://www.wikidata.org/entity/Q703448,http://www.wikidata.org/.well-known/genid/1f31f4c89f50f102a2e6bc6f352c1847,http://www.wikidata.org/.well-known/genid/1f31f4c89f50f102a2e6bc6f352c1847
http://www.wikidata.org/entity/Q433463,"Marcus Livius Drusus",,"Roman politician and reformer (c. 124 – 91 BC)",human,https://en.wikipedia.org/wiki/Marcus_Livius_Drusus_(reformer),"Marcus Livius Drusus",http://www.wikidata.org/entity/Q703346,Cornelia,http://www.wikidata.org/entity/Q100804879
http://www.wikidata.org/entity/Q47453273,"Marcus Livius Drusus",,"praetor before 267 BC",human,,"Marcus Livius Denter",http://www.wikidata.org/entity/Q1406693,,
http://www.wikidata.org/entity/Q703346,"Marcus Livius Drusus",,"opponent of Gaius Gracchus.",human,https://en.wikipedia.org/wiki/Marcus_Livius_Drusus_(consul),"Gaius Livius Drusus",http://www.wikidata.org/entity/Q1270114,http://www.wikidata.org/.well-known/genid/2417883fd8651f46f45b02a21fb9eae1,http://www.wikidata.org/.well-known/genid/2417883fd8651f46f45b02a21fb9eae1
http://www.wikidata.org/entity/Q720855,"Marcus Livius Drusus Claudianus",,"father of Roman empress Livia",human,https://en.wikipedia.org/wiki/Marcus_Livius_Drusus_Claudianus,http://www.wikidata.org/.well-known/genid/be348a3fa17b41c80daabed18f56af07,http://www.wikidata.org/.well-known/genid/be348a3fa17b41c80daabed18f56af07,http://www.wikidata.org/.well-known/genid/55a2ee24e63d952f4bc2be8bb33d6298,http://www.wikidata.org/.well-known/genid/55a2ee24e63d952f4bc2be8bb33d6298
