person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q605797,Aceso,female,Greek goddess of healing,mythological Greek character,,,Asclepius,Epione,,https://en.wikipedia.org/wiki/Aceso,http://www.wikidata.org/entity/Q83223,http://www.wikidata.org/entity/Q2089459,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q4673231,Acessamenus,male,Ancient Greek mythological king,king in Greek mythology,,,,,,https://en.wikipedia.org/wiki/Acessamenus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q404275,Acestes,male,mythical character,king in Greek mythology,,,Crinisus,Aegesta,,https://en.wikipedia.org/wiki/Acestes,http://www.wikidata.org/entity/Q631865,http://www.wikidata.org/entity/Q20100469,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4673235,Acestodorus,male,ancient Greek historian,human,,,,,,https://en.wikipedia.org/wiki/Acestodorus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q417502,Acestor,male,Greek sculptor,human,,-0300-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3604258,Acestor,male,Greek tragedy writer,human,,,,,Scythia,,,,http://www.wikidata.org/entity/Q845909,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q9143395,Acestor,male,mythical son of Ephippus,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15469145,Acestorides,male,Corinthian commander, active in Syracuse,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15471626,Acestorides,male,ancient Greek mythographer,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q28858429,Achaecus,male,philosophe antique,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q106802838,Achaeia,female,Hyperborean maiden in Greek mythology,mythological Greek character,,,,,Hyperborea,,,,http://www.wikidata.org/entity/Q243333,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q312032,Achaemenes,male,possibly mythical apical ancestor of the Achaemenid dynasty, living in the 7th century BC and possibly a ruler of Parsumash, a vassal state of the Median Empire,human whose existence is disputed,,-0700-01-01T00:00:00Z,,,Iran,https://en.wikipedia.org/wiki/Achaemenes,,,http://www.wikidata.org/entity/Q794,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q312032,Achaemenes,male,possibly mythical apical ancestor of the Achaemenid dynasty, living in the 7th century BC and possibly a ruler of Parsumash, a vassal state of the Median Empire,human,,-0700-01-01T00:00:00Z,,,Iran,https://en.wikipedia.org/wiki/Achaemenes,,,http://www.wikidata.org/entity/Q794,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q13527812,Achaemenid dynasty,,Achemenid dynasty of Persia ca. 550-330 BCE,dynasty,,,,,,https://en.wikipedia.org/wiki/Achaemenid_dynasty,,,,,,
http://www.wikidata.org/entity/Q930198,Achaemenides,male,son of Adamastus in Greek mythology,mythological Greek character,,,Adamastus,,,https://en.wikipedia.org/wiki/Achaemenides,http://www.wikidata.org/entity/Q12076717,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q535413,Achaeus,male,Greek general,human,,-0212-01-01T00:00:00Z,Andromachus,,,https://en.wikipedia.org/wiki/Achaeus_(general),http://www.wikidata.org/entity/Q512839,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q29654939,Achaeus,male,son of Poseidon in Greek mythology,mythological Greek character,,,Poseidon,Larissa,,https://en.wikipedia.org/wiki/Achaeus_(son_of_Poseidon),http://www.wikidata.org/entity/Q41127,http://www.wikidata.org/entity/Q1275070,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q607170,Achaeus,male,Greek mythological figure, son of Xuthus,mythological Greek character,,,Xuthus,Creusa,,https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),http://www.wikidata.org/entity/Q514746,http://www.wikidata.org/entity/Q2196048,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q607170,Achaeus,male,Greek mythological figure, son of Xuthus,mythological Greek character,,,Xuthus,Phthia,,https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),http://www.wikidata.org/entity/Q514746,http://www.wikidata.org/entity/Q25486480,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q607170,Achaeus,male,Greek mythological figure, son of Xuthus,mythological Greek character,,,Zeus,Creusa,,https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q2196048,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q607170,Achaeus,male,Greek mythological figure, son of Xuthus,mythological Greek character,,,Zeus,Phthia,,https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q25486480,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q718070,Achaeus of Eretria,male,Greek playwright,human,,-0419-01-01T00:00:00Z,,,Eretria,https://en.wikipedia.org/wiki/Achaeus_of_Eretria,,,http://www.wikidata.org/entity/Q16562724,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q982939,Achaicus of Corinth,male,one of the seventy disciples,human biblical figure,,0100-01-01T00:00:00Z,,,Achaea Regional Unit,https://en.wikipedia.org/wiki/Achaicus_of_Corinth,,,http://www.wikidata.org/entity/Q2495811,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q982939,Achaicus of Corinth,male,one of the seventy disciples,human,,0100-01-01T00:00:00Z,,,Achaea Regional Unit,https://en.wikipedia.org/wiki/Achaicus_of_Corinth,,,http://www.wikidata.org/entity/Q2495811,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21547777,Achamantis,female,daughter of Danaus in Greek mythology,mythological Greek character,,,Danaus,,,,http://www.wikidata.org/entity/Q210883,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q2633865,Achareus,male,mythical fighter in Greek mythology,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21547790,Acheilus,male,son of Zeus in Greek mythology,mythological Greek character,,,Zeus,,,https://en.wikipedia.org/wiki/Achilles_(son_of_Zeus),http://www.wikidata.org/entity/Q34201,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3604317,Achelaos,male,mythical son of Antenor,mythological Greek character,,,Antenor,,,,http://www.wikidata.org/entity/Q571969,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1501571,Acheles,male,son of Heracles in Greek mythology,mythological Greek character,,,Heracles,Omphale,,,http://www.wikidata.org/entity/Q122248,http://www.wikidata.org/entity/Q486698,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q391379,Achelous,male,river god in Greek mythology,Potamoi,,,,,,https://en.wikipedia.org/wiki/Achelous,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21547783,Acheron,male,ACHĔRON , ontis , ein König in klein Asien, dessen Tochter Dardanis, sich mit dem Herkules zu vertraulich machete, und deren Sohn wiederum Herkules hieß, von denen denn der Fluß Acheron das Land Dardania und die Stadt Heraklea den Namen bekommen ha,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12626619,Acheron,male,god of river of underworld, Greek mythology,Potamoi,,,Oceanus,,,,http://www.wikidata.org/entity/Q161419,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q656021,Achillas,male,official of Ptolemy XIII,human,http://www.wikidata.org/entity/Q11768,-0047-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Achillas,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q41746,Achilles,male,Greek mythological hero,mythological Greek character,,,Peleus,Thetis,,https://en.wikipedia.org/wiki/Achilles,http://www.wikidata.org/entity/Q178641,http://www.wikidata.org/entity/Q184437,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q16168865,Achilles of Athens,male,inventer of ostracism,human,http://www.wikidata.org/entity/Q844930,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q340320,Achilles Tatius,male,ancient Greek astronomer,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q221951,Achilles Tatius,male,Greek novellist,human,http://www.wikidata.org/entity/Q1747689,0300-01-01T00:00:00Z,,,Alexandria,https://en.wikipedia.org/wiki/Achilles_Tatius,,,http://www.wikidata.org/entity/Q87,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3948626,Achilleus,male,early Roman saint,human,http://www.wikidata.org/entity/Q1747689,0303-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q579522,Achilleus,male,rebel against the Roman emperor Diocletian in Egypt in 297 AD,human,http://www.wikidata.org/entity/Q1747689,0298-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Aurelius_Achilleus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q19901827,Achilleus of Alexandria,male,ancient Olympic victor, 101 CE,human,,,,,Alexandria,https://en.wikipedia.org/wiki/Achilleus_of_Alexandria,,,http://www.wikidata.org/entity/Q87,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q122965814,Achladaeus,male,Spartan military officer killed by Aristomenes,human,http://www.wikidata.org/entity/Q5690,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1241557,Acholius,male,Latin historian,human,,http://www.wikidata.org/.well-known/genid/62ea4e1f46452422cdf44f8c3731f3de,,,,https://en.wikipedia.org/wiki/Acholius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3555328,Acichorius,male,Gallic ruler,human,,,,,,https://en.wikipedia.org/wiki/Acichorius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4674099,Acidinus,male,corespondent of Cicero,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Acidinus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q38716201,Acidusa,female,Greek mythical character, wife of Scamander,mythological Greek character,,,,,,https://en.wikipedia.org/wiki/Acidusa,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64854654,Acilia,female,aunt of Lucan,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Lucius Acilius Lucanus,Valeria,Corduba,,http://www.wikidata.org/entity/Q63104647,http://www.wikidata.org/entity/Q64853894,http://www.wikidata.org/entity/Q2997165,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64854646,Acilia,female,mother of Lucan,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Lucius Acilius Lucanus,Valeria,http://www.wikidata.org/.well-known/genid/cf04327cea5115fe4cf5877510c2f002,,http://www.wikidata.org/entity/Q63104647,http://www.wikidata.org/entity/Q64853894,http://www.wikidata.org/.well-known/genid/cf04327cea5115fe4cf5877510c2f002,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64842254,Acilia Plecusa,female,wife of Manius Acilius Fronto,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/2cffd39fa21fe715ce96d7fee42577ae,http://www.wikidata.org/.well-known/genid/5a033abfc92844e2e61c648b0e25e70a,http://www.wikidata.org/.well-known/genid/6354d2e58470dac8d8ae95df2417d7ec,Ciudad romana de Singilia Barba,,http://www.wikidata.org/.well-known/genid/5a033abfc92844e2e61c648b0e25e70a,http://www.wikidata.org/.well-known/genid/6354d2e58470dac8d8ae95df2417d7ec,http://www.wikidata.org/entity/Q6129295,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64844232,Acilia Sedata Septumina,female,daughter of Manius Acilius Phlegon,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/de6a635bd7c3152fa059b15dedfab681,Manius Acilius Phlegon,http://www.wikidata.org/.well-known/genid/5f177a329c47337dbd1957a94f6143d0,Ciudad romana de Singilia Barba,,http://www.wikidata.org/entity/Q64843265,http://www.wikidata.org/.well-known/genid/5f177a329c47337dbd1957a94f6143d0,http://www.wikidata.org/entity/Q6129295,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q64843301,Acilia Septumina,female,daughter of Manius Acilius Fronto,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/79086e2b50184395e7b944de09b68536,Manius Acilius Fronto,Acilia Plecusa,Ciudad romana de Singilia Barba,,http://www.wikidata.org/entity/Q63104646,http://www.wikidata.org/entity/Q64842254,http://www.wikidata.org/entity/Q6129295,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q329578,Acilius Aviola,male,Roman officer in the early empire,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,,,http://www.wikidata.org/.well-known/genid/f7a374f117e1d6c52114dfd894926ac1,,,,http://www.wikidata.org/.well-known/genid/f7a374f117e1d6c52114dfd894926ac1,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q341435,Acilius Glabrio,male,Roman consul suffectus under Nero or Domitian,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/8a1bad3e8b36102e7f213327837310a3,http://www.wikidata.org/.well-known/genid/1c70cf3ef524cde32378253db6c73cab,http://www.wikidata.org/.well-known/genid/efa2f0f0bb01773e9ad799b636f6baa2,http://www.wikidata.org/.well-known/genid/7b2f7e08a095d4d603d4dd23e27a7f4a,,http://www.wikidata.org/.well-known/genid/1c70cf3ef524cde32378253db6c73cab,http://www.wikidata.org/.well-known/genid/efa2f0f0bb01773e9ad799b636f6baa2,http://www.wikidata.org/.well-known/genid/7b2f7e08a095d4d603d4dd23e27a7f4a,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q85852590,Acilius Glabrio Sibidius,male,Roman politician,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1131137,Acilius Severus,male,Roman consul 323 AD,human,http://www.wikidata.org/entity/Q1747689,0400-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Acilius_Severus_(consul),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q56349800,Acilius Severus,male,4th-century Roman writer,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/ffcd063a0e46483131a908a409b07738,,,http://www.wikidata.org/.well-known/genid/c7f2380a2759d4d22e6445b51e151988,https://en.wikipedia.org/wiki/Acilius_Severus_(writer),,,http://www.wikidata.org/.well-known/genid/c7f2380a2759d4d22e6445b51e151988,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q56349800,Acilius Severus,male,4th-century Roman writer,human,http://www.wikidata.org/entity/Q1747689,0400-01-01T00:00:00Z,,,http://www.wikidata.org/.well-known/genid/c7f2380a2759d4d22e6445b51e151988,https://en.wikipedia.org/wiki/Acilius_Severus_(writer),,,http://www.wikidata.org/.well-known/genid/c7f2380a2759d4d22e6445b51e151988,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21547799,Acinetus,male,son of Heracles in Greek mythology,mythological Greek character,,,Heracles,Megara,,,http://www.wikidata.org/entity/Q122248,http://www.wikidata.org/entity/Q929768,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q9581080,Acme,female,one of the Horae,Horae,,,Zeus,Themis,,,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q159168,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q12873241,Acmenes,,nymphs honored at Olympia,group of mythical characters,,,,,,,,,,,,
http://www.wikidata.org/entity/Q3606609,Acmon,male,figure in Ovid's Metamorphoses,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q420259,Acmon,male,mythical character, companion of Diomedes in Italy,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q5081127,Acmon,male,Greek deity, father of Uranos,Greek deity,,,,Gaia,,,,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q33191300,Acmon,male,mythological Greek character, Cercope,mythological Greek character,,,Oceanus,,,,http://www.wikidata.org/entity/Q161419,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q420264,Acmon of Phrygia,male,mythical Phrygian king,mythological Greek character,,,Manes,,,https://en.wikipedia.org/wiki/Acmon_of_Phrygia,http://www.wikidata.org/entity/Q2631851,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q2666563,Acoetes,male,in Greek mythology, son of fisherman who helped Bacchus,mythological Greek character,,,,,,https://en.wikipedia.org/wiki/Acoetes_(Bacchic_myth),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q27921410,Acoetes,male,father of Laocoon in Greek mythology,mythological Greek character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q21547808,Acoetes,male,character in the Aeneid,mythical character,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1147581,Aconia Fabia Paulina,female,pagan priestess in Ancient Rome,human,http://www.wikidata.org/entity/Q1747689,0384-01-01T00:00:00Z,Aconius Catullinus Philomatius,,,https://en.wikipedia.org/wiki/Aconia_Fabia_Paulina,http://www.wikidata.org/entity/Q1542104,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q4059713,Aconius Catullinus,male,homme politique romain du IVe s.,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1542104,Aconius Catullinus Philomatius,male,Roman senator,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/ef537c03bc4d2a46362e8cfe636eacb4,,,Rome,https://en.wikipedia.org/wiki/Aconius_Catullinus_Philomatius,,,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581097,,
