Serial,NAME,Work_CITED,WorkWD,Author,WORK_TYPE,TEXT_EN,Passages,LOGOS_USE,Greek_URL,NARRATIVE_LOC,GEOMETRY
332,Homeric Hymn to Demeter 474 on who (not Dysaules) she taught the mysteries,Homeric Hymn to Demeter,Q3798927,Homer,hymn,"So she spoke – and fair-garlanded Demeter did not disobey him.<br>At once she sent up the fruit of the fields with rich clods.<br>The whole wide earth with leaves and flowers<br>Was filled; and she went to law-making kings<br>And revealed to Triptolemos, horse-driving Diocles,<br>Mighty Eumolpus, and to Celeus leader of the people,<br>The performance of her rites, and declared her celebrations to everyone,<br>To Triptolemos and Polyxenes, and as well to Diocles<br>The holy things, which it is unlawful to transgress or find out,<br>Or speak of; for the great reverence of the gods checks their tongue.",2.14.3,R-quotation,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0013.tlg002.perseus-grc2:470-480,Keleai,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}"
333,Homeric Hymn to Demeter 474: Dysaules is not a brother of Keleos,Homeric Hymn to Demeter,Q3798927,Homer,hymn,"Then she went, and to the kings who deal justice, Triptolemus and Diocles, the horse-driver, and to doughty Eumolpus and Celeus, leader of the people, she showed the conduct of her rites and taught them all her mysteries, to Triptolemus and Polyxeinus and Diocles also, —awful mysteries which no one may in any way transgress or pry into or utter, for deep awe of the gods checks the voice.",2.14.2,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0013.tlg002.perseus-eng2:470-480,Keleai,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}"
334,Thebaid fr. 4 (Davies))on Death of Parthenopaeus,Thebaid,Q478880,Homer,epic poem,,9.18.6,R-reference,,highway Thebes to Chalkis,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.317595983450758, 38.32229014767111], [23.317868, 38.324122], [23.318897, 38.325428], [23.320307, 38.326708], [23.326053, 38.327714], [23.33142, 38.329098], [23.36313, 38.344983], [23.405477, 38.358228], [23.405477, 38.358228], [23.419276, 38.371977], [23.426363, 38.372264], [23.428954, 38.373325], [23.433688, 38.374202], [23.440666, 38.375059], [23.458307, 38.375101], [23.481719, 38.379099], [23.486372, 38.382792], [23.492534, 38.385588], [23.495066, 38.389256], [23.499147, 38.392062], [23.503866, 38.394676], [23.507691, 38.396079], [23.512888, 38.398662], [23.515864, 38.400673], [23.522645, 38.406642], [23.523486, 38.409444], [23.522393, 38.410537], [23.520852, 38.411629], [23.520123, 38.41247], [23.520011, 38.413871], [23.521132, 38.415524], [23.521048, 38.417682], [23.526092, 38.425892], [23.526064, 38.42777], [23.526876, 38.42903], [23.528109, 38.429815], [23.528611, 38.429934], [23.529507, 38.428963], [23.529794, 38.427827], [23.530322, 38.427942], [23.529485, 38.430398], [23.52999, 38.4336], [23.531045, 38.435402], [23.533926, 38.438111], [23.535269, 38.440693], [23.53574, 38.441003], [23.536578, 38.44121], [23.537071, 38.440728], [23.538138, 38.441049], [23.538919, 38.441106], [23.539631, 38.440659], [23.540778, 38.440234], [23.541226, 38.440268], [23.542647, 38.440825], [23.542511, 38.441081], [23.541621, 38.441013], [23.541237, 38.441336], [23.541248, 38.441665], [23.541883, 38.443252], [23.542879, 38.444193], [23.543317, 38.444314], [23.543405, 38.444697], [23.544587, 38.445222], [23.544751, 38.44566], [23.545835, 38.44577], [23.546743, 38.44612], [23.547838, 38.446207], [23.55064, 38.446952], [23.552995, 38.449393], [23.552567, 38.454353], [23.558827, 38.462135], [23.562726, 38.464717], [23.580025387029, 38.46513283286], [23.589052, 38.4628931]]}]}"
335,Thebaid:: Thebaid as next best after Iliad and Odyssey,Thebaid,Q478880,Homer,epic poem,,9.9.5,R-reference,,Electran Gate (Thebes),"{""type"": ""Point"", ""coordinates"": [23.3201, 38.3175]}"
336,"Homer, Iliad 16.680 on Sleep and Death as siblings",Homer's Iliad,Q8275,Homer,epic poem,"Then Zeus lord of the storm-cloud said to Apollo, ""Dear Phoebus, go, I pray you, and take Sarpedon out of range of the weapons; cleanse the black blood from off him, and then bear him a long way off where you may wash him in the river, anoint him with ambrosia, and clothe him in immortal raiment; this done, commit him to the arms of the two fleet messengers, Death, and Sleep, who will carry him straightway to the fertile district [dêmos] of Lycia, where his brothers and kinsmen will give him a funeral, and will raise both mound and pillar to his memory, in due honor to the dead.""",3.18.1,R-reference,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-eng3:16.619-16.698,Athena Chalkioikos sanctuary on acropolis of Sparta,"{""type"": ""Point"", ""coordinates"": [22.42338, 37.08265]}"
337,"Homer, Iliad 16.292 on military stratagems: armor of Achilles",Homer's Iliad,Q8275,Homer,epic poem,"for upon them all had Patroclus sent panic, when he slew their leader that was pre-eminent in fight. From out the ships then he drave them, and quenched the blazing fire. And half-burnt the ship was left there, but the Trojans were driven in rout with a wondrous din, and the Danaans poured in among the hollow ships, and a ceaseless din arose.",4.28.7,R-paraphrase,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-eng3:16.284,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
338,"Homer, Iliad 9.291-295 on city of Thuria as Antheia",Homer's Iliad,Q8275,Homer,epic poem,"And seven well-peopled cities will he give thee,<br> Cardamyle, Enope, and grassy Hire, and <br>sacred Pherae, and Antheia, with deep meadows, <br>and fair Aipeia, and vine-clad Pedasus.",4.31.1,R-reference,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:9.291-9.295/,road Pherai through Thouria to Pamisos springs,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.114203634034737, 37.044042273866964], [22.08413492244904, 37.04509489919093], [22.04450076959253, 37.08690426061656], [22.05100094767255, 37.113137239486164], [22.026900254113542, 37.167626251023094], [22.022416732183586, 37.171581376011275]]}]}"
339,"Homer, Iliad Od. 3.4, Homer calls Pylos the city of Neleus",Homer's Odyssey,Q35160,Homer,epic poem,"Ἠέλιος δʼ ἀνόρουσε, λιπὼν περικαλλέα λίμνην,
οὐρανὸν ἐς πολύχαλκον, ἵνʼ ἀθανάτοισι φαείνοι
καὶ θνητοῖσι βροτοῖσιν ἐπὶ ζείδωρον ἄρουραν·
οἱ δὲ Πύλον, Νηλῆος ἐυκτίμενον πτολίεθρον,
ἷξον· τοὶ δʼ ἐπὶ θινὶ θαλάσσης ἱερὰ ῥέζον,
ταύρους παμμέλανας, ἐνοσίχθονι κυανοχαίτῃ.",4.36.1,R-reference,,Koryphasion Pr.,"{""type"": ""Point"", ""coordinates"": [21.65716, 36.95811]}"
340,"Homer, Iliad (passim) glorifies Achilles as Rhianus does Aristomenes",Homer's Iliad,Q8275,Homer,epic poem,"In answer to him spoke swift-footed Achilles: <br>Take heart, and speak out whatever oracle you know; <br>for by Apollo, dear to Zeus, to whom you, Calchas, pray when you reveal oracles to the Danaans, no one, while I live and have sight on the earth, shall lay heavy hands on you beside the hollow ships, no one of the whole host of the Danaans, <br>not even if you name Agamemnon, who now claims to be far the best of the Achaeans. ",4.6.3,R-paraphrase,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:1.83-1.92/,Choirios Nape,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.143588429711173, 36.94888471665877], [22.18624381440418, 36.95017414417967], [22.223199270082375, 36.95378608209073], [22.248155909035262, 36.960469507191235], [22.25775393867147, 36.96224967963566], [22.262659624143453, 36.98275144390442], [22.284975814421244, 36.99240306697337], [22.277683819340496, 36.9974822900312], [22.25528655397426, 36.98707795027782], [22.249117608796496, 36.96730110791651], [22.220231007097283, 36.9612590436016], [22.193853679994135, 36.956753242978635], [22.16522532799945, 36.956871930927164], [22.14004783897485, 36.95194522129127], [22.143588429711173, 36.94888471665877]]]}]}"
341,"Homer, Iliad 14.318 on Peirithous as son of Zeus",Homer's Iliad,Q8275,Homer,epic poem,"Then in answer spake to her Zeus, the cloud-gatherer. Hera, thither mayest thou go even hereafter. But for us twain, come, let us take our joy couched together in love;for never yet did desire for goddess or mortal woman so shed itself about me and overmaster the heart within my breast—nay, not when I was seized with love of the wife of Ixion, who bare Peirithous, the peer of the gods in counsel; nor of Danaë of the fair ankles, daughter of Acrisius,",5.10.8,R-paraphrase,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-eng3:14.270-14.350/,Temple of Zeus at Olympia,"{""type"": ""Point"", ""coordinates"": [21.63042, 37.63794]}"
342,"Homer, Iliad 16.482 on Acheroid, white poplar beside Thesprotian Acheron",Homer's Iliad,Q8275,Homer,epic poem,"But Patroclus in turn rushed on with the bronze, and not in vain did the shaft speed from his hand, but smote his foe where the midriff is set close about the throbbing heart. And he fell as an oak falls, or a poplar, or a tall pine, that among the mountains shipwrights fell with whetted axes to be a ship's timber;",5.14.2,R-paraphrase,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:16.480-16.490,Great altar of Zeus at Olympia,"{""type"": ""Point"", ""coordinates"": [21.6307, 37.6385]}"
343,"Homer, Iliad 5.265-66 on Ganymedes carried off to be winebearer to Zeus",Homer's Iliad,Q8275,Homer,epic poem,"If so be Athene, rich in counsel, shall vouchsafe me this glory, to slay them both, then do thou hold here these swift horses, binding the reins taut to the chariot rim; but be mindful to rush upon the horses of Aeneas and drive them forth from the Trojans to the host of the well-greaved Achaeans. For they are of that stock wherefrom Zeus, whose voice is borne afar, gave to Tros recompense for his son Ganymedes, for that they were the best of all horses that are beneath the dawn and the sun. Of this stock the king of men Anchises stole a breed, putting his mares to them while Laomedon knew naught thereof.",5.24.5,R-paraphrase,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-grc2:5.265-5.270?right=perseus-eng3,Altis sacred grove (Olympia),"{""type"": ""Point"", ""coordinates"": [21.62975, 37.63754]}"
344,"Homer, Iliad 20.401-410 references in Homer to Helice and Heliconian Poseidon",Homer's Iliad,Q8275,Homer,epic poem,"Hippodamas thereafter, as he leapt down from his car and fled before him, he smote upon the back with a thrust of his spear. And as he breathed forth his spirit he gave a bellowing cry, even as a bull that is dragged belloweth, when young men drag him about the altar of the Helikonian;for in such doth the Shaker of Earth delight; even so bellowed Hippodamas, as his lordly spirit left his bones. But Achilles with his spear went on after godlike Polydorus, son of Priam. Him would his father nowise suffer to fight, for that among his children he was the youngest born and was dearest in his eyes; and in swiftness of foot he surpassed all.",7.24.6,R-reference,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-eng3:20.390-20.419,Helike,"{""type"": ""Point"", ""coordinates"": [22.14015, 38.22257]}"
345,"Homer, Iliad 8.203,references in Homer to Helice and Heliconian Poseidon",Homer's Iliad,Q8275,Homer,epic poem,"So spake he vauntingly, and queenly Hera had indignation thereat; she shook herself on her throne and made high Olympus to quake,<br>and to the mighty god Poseidon she spake, saying:<br>Ah me, thou Shaker of Earth, wide of sway, not even hath the heart in thy breast pity of the Danaans that are perishing. Yet in thine honour do they bring to Helice and Aegae offerings many and gracious and hitherto thou didst wish them victory. For did we but will, all we that are aiders of the Danaans, to drive back the Trojans and to withhold Zeus whose voice is borne afar, then, in vexation of spirit, would he sit alone there upon Ida.<br>Then, his heart sore troubled, the lord, the Shaker of Earth, spake to her:<br>Hera, reckless in speech, what a word hast thou spoken!<br>",7.24.6,R-reference,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0012.tlg001.perseus-eng3:8.198-8.210?right=perseus-grc2,Helike,"{""type"": ""Point"", ""coordinates"": [22.14015, 38.22257]}"
